municipio,icms_25_por_cento,icms_liquido,ipi_25_por_cento,ipi_liquido,ipva_50_por_cento,ipva_liquido,mes_competencia,ano_competencia
MASSAPE,"495298,06","396238,45","1949,38","1559,5","18962,57","15170,06",Outubro,2019
MAURITI,"432062,61","345650,09","1700,5","1360,4","26315,59","21052,47",Outubro,2019
MERUOCA,"529089,15","423271,32","2082,37","1665,9","7496,79","5997,43",Outubro,2019
MILAGRES,"323411,95","258729,56","1272,87","1018,3","16143,44","12914,75",Outubro,2019
MILHA,"536015,97","428812,78","2109,64","1687,71","7479,17","5983,34",Outubro,2019
MIRAIMA,"225593,17","180474,54","887,88","710,3","2805,57","2244,46",Outubro,2019
MISSAO VELHA,"517020,71","413616,57","2034,87","1627,9","20861,71","16689,37",Outubro,2019
MOMBACA,"613830,44","491064,35","2415,9","1932,72","18088,87","14471,1",Outubro,2019
MONSENHOR,"502650,46","402120,37","1978,32","1582,66","7918,16","6334,53",Outubro,2019
MORADA NOVA,"1655641,8","1324513,44","6516,22","5212,98","42352,71","33882,17",Outubro,2019
MORAUJO,"343418,94","274735,15","1351,62","1081,3","3093,26","2474,61",Outubro,2019
MORRINHOS,"418324,04","334659,23","1646,43","1317,14","7993,97","6395,18",Outubro,2019
MUCAMBO,"495100,01","396080,01","1948,6","1558,88","5376,26","4301,01",Outubro,2019
MULUNGU,"384792,56","307834,05","1514,45","1211,56","4195,75","3356,6",Outubro,2019
NOVA OLINDA,"609301,76","487441,41","2398,07","1918,46","6559,24","5247,39",Outubro,2019
NOVA RUSSAS,"708134,96","566507,97","2787,06","2229,65","21521,1","17216,88",Outubro,2019
NOVO ORIENTE,"569255,67","455404,54","2240,46","1792,37","13725,07","10980,06",Outubro,2019
OCARA,343799,"275039,2","1353,11","1082,49","12403,44","9922,75",Outubro,2019
OROS,"398665,01","318932,01","1569,05","1255,24","14183,92","11347,14",Outubro,2019
GRANJA,"512422,44","409937,95","2016,78","1613,42","15825,02","12660,02",Outubro,2019
PACAJUS,"1710537,19","1368429,75","6732,28","5385,82","41252,17","33001,74",Outubro,2019
PACATUBA,"3128937,62","2503150,1","12314,78","9851,82","39855,29","31884,23",Outubro,2019
PACOTI,"304210,59","243368,47","1197,3","957,84","5799,4","4639,52",Outubro,2019
PACUJA,"585293,39","468234,71","2303,58","1842,86","2199,62","1759,7",Outubro,2019
PALHANO,"263797,8","211038,24","1038,25","830,6","4786,31","3829,05",Outubro,2019
PALMACIA,"440359,8","352287,84","1733,15","1386,52","2075,37","1660,3",Outubro,2019
PARACURU,"1289483,15","1031586,52","5075,11","4060,09","26634,51","21307,61",Outubro,2019
PARAIPABA,"583818,62","467054,9","2297,78","1838,22","16720,75","13376,6",Outubro,2019
PARAMBU,"376819,22","301455,38","1483,07","1186,46","15333,45","12266,76",Outubro,2019
PARAMOTI,"337535,96","270028,77","1328,46","1062,77","2662,32","2129,86",Outubro,2019
PEDRA BRANCA,"649618,17","519694,54","2556,75","2045,4","19728,47","15782,78",Outubro,2019
PENAFORTE,"679118,81","543295,05","2672,86","2138,29","4256,3","3405,04",Outubro,2019
PENTECOSTE,"798769,94","639015,95","3143,77","2515,02","18727,09","14981,67",Outubro,2019
PEREIRO,"448919,32","359135,46","1766,84","1413,47","49134,47","39307,58",Outubro,2019
PINDORETAMA,"597672,26","478137,81","2352,3","1881,84","14318,07","11454,46",Outubro,2019
PIQUET CARNEIRO,"516089,29","412871,43","2031,21","1624,97","3229,07","2583,26",Outubro,2019
PIRES FERREIRA,"535392,34","428313,87","2107,18","1685,74","1203,62","962,9",Outubro,2019
PORANGA,"336251,22","269000,98","1323,41","1058,73","8884,94","7107,95",Outubro,2019
PORTEIRAS,"387699,26","310159,41","1525,9","1220,72","16381,27","13105,02",Outubro,2019
POTENGI,"312191,97","249753,58","1228,72","982,98","4464,26","3571,41",Outubro,2019
POTIRETAMA,"586034,77","468827,82","2306,5","1845,2","1746,47","1397,18",Outubro,2019
QUITERIANOPOLIS,"480079,39","384063,51","1889,48","1511,58","9752,01","7801,61",Outubro,2019
QUIXADA,"1006789,1","805431,28","3962,49","3169,99","82365,76","65892,61",Outubro,2019
QUIXELO,"336486,75","269189,4","1324,33","1059,46","9689,79","7751,83",Outubro,2019
QUIXERAMOBIM,"1504546,87","1203637,5","5921,55","4737,24","49731,36","39785,09",Outubro,2019
QUIXERE,"1017101,72","813681,38","4003,08","3202,46","8624,2","6899,36",Outubro,2019
REDENCAO,"369528,39","295622,71","1454,38","1163,5","16349,82","13079,86",Outubro,2019
RERIUTABA,"645501,69","516401,35","2540,55","2032,44","10844,59","8675,67",Outubro,2019
RUSSAS,"1425177,36","1140141,89","5609,17","4487,34","67319,59","53855,67",Outubro,2019
SABOEIRO,"379693,8","303755,04","1494,39","1195,51","5055,09","4044,07",Outubro,2019
SALITRE,"571073,02","456858,42","2247,61","1798,09","8242,72","6594,18",Outubro,2019
SANTA QUITERIA,"824681,32","659745,06","3245,76","2596,61","16629,07","13303,26",Outubro,2019
SANTANA DO,"461536,44","369229,15","1816,5","1453,2","8869,86","7095,89",Outubro,2019
SANTANA DO CARIRI,"362617,61","290094,09","1427,18","1141,74","3769,67","3015,74",Outubro,2019
SAO BENEDITO,"611012,07","488809,66","2404,8","1923,84","43685,82","34948,66",Outubro,2019
SAO GONCALO DO,"7012233,69","5609786,95","27598,54","22078,83","48396,86","38717,49",Outubro,2019
SAO JOAO DO,"457310,21","365848,17","1799,87","1439,9","3601,96","2881,57",Outubro,2019
SAO LUIS DO CURU,"328896,16","263116,93","1294,46","1035,57","4998,59","3998,87",Outubro,2019
SENADOR POMPEU,"768573,42","614858,74","3024,93","2419,94","9787,1","7829,68",Outubro,2019
SENADOR SA,"352122,97","281698,38","1385,87","1108,7","666,91","533,53",Outubro,2019
SOBRAL,"8754145,09","7003316,07","34454,3","27563,44","288388,72","230710,98",Outubro,2019
SOLONOPOLE,"593579,91","474863,93","2336,19","1868,95","7742,57","6194,06",Outubro,2019
TABULEIRO DO,"581262,55","465010,04","2287,72","1830,18","29064,55","23251,64",Outubro,2019
TAMBORIL,"483566,89","386853,51","1903,21","1522,57","10205,52","8164,42",Outubro,2019
TARRAFAS,"459446,1","367556,88","1808,27","1446,62","6920,02","5536,02",Outubro,2019
TAUA,"665958,34","532766,67","2621,06","2096,85","54856,4","43885,12",Outubro,2019
TEJUCUOCA,"327507,04","262005,63","1288,99","1031,19","5029,92","4023,94",Outubro,2019
TIANGUA,"1352046,77","1081637,42","5321,34","4257,07","104165,72","83332,58",Outubro,2019
TRAIRI,"1504589,71","1203671,77","5921,72","4737,38","23762,24","19009,79",Outubro,2019
TURURU,"256418,66","205134,93","1009,2","807,36","4418,59","3534,87",Outubro,2019
UBAJARA,"840815,37","672652,3","3309,26","2647,41","25829,1","20663,28",Outubro,2019
UMARI,"141464,8","113171,84","556,77","445,42","2063,91","1651,13",Outubro,2019
UMIRIM,"311372,94","249098,35","1225,49","980,39","5403,57","4322,86",Outubro,2019
URUBURETAMA,"534830,29","427864,23","2104,97","1683,98","11036,51","8829,21",Outubro,2019
URUOCA,"541307,44","433045,95","2130,46","1704,37","4976,31","3981,05",Outubro,2019
VARJOTA,"586615,57","469292,46","2308,78","1847,02","15276,69","12221,35",Outubro,2019
VARZEA ALEGRE,"557786,8","446229,44","2195,32","1756,26","30421,5","24337,2",Outubro,2019
VICOSA DO CEARA,"504802,37","403841,9","1986,79","1589,43","21748,15","17398,52",Outubro,2019
ABAIARA,"491587,77","393270,22","2391,25",1913,"2970,47","2376,38",Outubro,2020
ACARAPE,"351351,96","281081,57","1709,09","1367,27","14707,69","11766,15",Outubro,2020
ACARAU,"1426789,29","1141431,43","6940,37","5552,3","54712,91","43770,33",Outubro,2020
ACOPIARA,"673654,61","538923,69","3276,88","2621,5","34612,7","27690,16",Outubro,2020
AIUABA,"295870,75","236696,6","1439,21","1151,37","4937,67","3950,14",Outubro,2020
ALCANTARAS,"689699,1","551759,28","3354,92","2683,94","8728,06","6982,45",Outubro,2020
ALTANEIRA,"558157,66","446526,13","2715,06","2172,05","5205,72","4164,58",Outubro,2020
ALTO SANTO,"562281,4","449825,12","2735,12","2188,1","8711,52","6969,22",Outubro,2020
AMONTADA,"996443,4","797154,72","4847,03","3877,62","22431,69","17945,35",Outubro,2020
ANTONINA DO,"593948,2","475158,56","2889,16","2311,33","4700,29","3760,23",Outubro,2020
APUIARES,"448686,7","358949,36","2182,56","1746,05","4149,02","3319,22",Outubro,2020
AQUIRAZ,"6431503,36","5145202,69","31284,95","25027,96","81258,92","65007,14",Outubro,2020
ARACATI,"2513488,41","2010790,73","12226,44","9781,15","77103,27","61682,62",Outubro,2020
ARACOIABA,"483185,5","386548,4","2350,37","1880,3","15472,15","12377,72",Outubro,2020
ARARENDA,"578350,64","462680,51","2813,29","2250,63","5902,7","4722,16",Outubro,2020
ARARIPE,"401750,91","321400,73","1954,25","1563,4","14362,64","11490,11",Outubro,2020
ARATUBA,"396517,51","317214,01","1928,79","1543,03","5535,92","4428,74",Outubro,2020
ARNEIROZ,"430298,55","344238,84","2093,11","1674,49","3143,59","2514,87",Outubro,2020
ASSARE,"434920,24","347936,19","2115,6","1692,48","12858,3","10286,64",Outubro,2020
AURORA,"369614,29","295691,43","1797,93","1438,34","11864,94","9491,95",Outubro,2020
BAIXIO,"583706,45","466965,16","2839,34","2271,47","4371,9","3497,52",Outubro,2020
BANABUIU,"460779,36","368623,49","2241,38","1793,1","12128,62","9702,9",Outubro,2020
BARBALHA,"1766198,79","1412959,03","8591,37","6873,1","80198,47","64158,78",Outubro,2020
BARREIRA,"496529,07","397223,26","2415,28","1932,22","10935,52","8748,42",Outubro,2020
BARRO,"402618,56","322094,85","1958,47","1566,78",13223,"10578,4",Outubro,2020
BARROQUINHA,"491848,97","393479,18","2392,52","1914,02","7653,01","6122,41",Outubro,2020
BATURITE,"553492,72","442794,18","2692,37","2153,9","32061,57","25649,26",Outubro,2020
BEBERIBE,"1227919,41","982335,53",5973,"4778,4","34277,62","27422,1",Outubro,2020
BELA CRUZ,"470857,9","376686,32","2290,41","1832,33","26767,47","21413,98",Outubro,2020
BOA VIAGEM,"563221,99","450577,59","2739,7","2191,76","33170,62","26536,5",Outubro,2020
BREJO SANTO,"1046991,97","837593,58","5092,91","4074,33","74405,35","59524,28",Outubro,2020
CAMOCIM,"1253104,66","1002483,73","6095,51","4876,41","53710,85","42968,68",Outubro,2020
CAMPOS SALES,"674561,47","539649,18","3281,29","2625,03","20485,52","16388,42",Outubro,2020
CANINDE,"823732,5",658986,"4006,91","3205,53","46201,27","36961,02",Outubro,2020
CAPISTRANO,"444136,41","355309,13","2160,43","1728,34","9182,11","7345,69",Outubro,2020
CARIDADE,"603460,79","482768,63","2935,43","2348,34","10022,05","8017,64",Outubro,2020
CARIRE,"574119,04","459295,23","2792,7","2234,16","12380,39","9904,31",Outubro,2020
CARIRIACU,"413272,36","330617,89","2010,29","1608,23","20546,97","16437,58",Outubro,2020
CARIUS,"406958,04","325566,43","1979,58","1583,66","6505,32","5204,26",Outubro,2020
CARNAUBAL,"354486,25",283589,"1724,34","1379,47","7361,77","5889,42",Outubro,2020
CASCAVEL,"1748239,69","1398591,75","8504,01","6803,21","54950,92","43960,74",Outubro,2020
CATARINA,428235,342588,"2083,08","1666,46","10711,17","8568,94",Outubro,2020
CATUNDA,"502285,47","401828,38","2443,28","1954,62","3240,26","2592,21",Outubro,2020
CAUCAIA,"9690974,16","7752779,33","47140,09","37712,07","300624,76","240499,81",Outubro,2020
CEDRO,"437016,87","349613,5","2125,79","1700,63","8158,19","6526,55",Outubro,2020
CHAVAL,"400530,87","320424,7","1948,31","1558,65","7988,29","6390,63",Outubro,2020
CHORO,"496883,92","397507,14","2417,01","1933,61","3083,35","2466,68",Outubro,2020
CHOROZINHO,"644863,35","515890,68","3136,83","2509,46","10091,82","8073,46",Outubro,2020
COREAU,"571345,79","457076,63","2779,21","2223,37","11245,6","8996,48",Outubro,2020
CRATEUS,"975681,71","780545,37","4746,04","3796,83","78609,41","62887,53",Outubro,2020
CRATO,"2520505,3","2016404,24","12260,57","9808,46","205925,72","164740,58",Outubro,2020
CROATA,"353376,89","282701,51","1718,94","1375,15","8451,37","6761,1",Outubro,2020
CRUZ,"712197,95","569758,36","3464,37","2771,5","28253,12","22602,5",Outubro,2020
DEPUTADO IRAPUAN,"573070,24","458456,19","2787,6","2230,08","3324,21","2659,37",Outubro,2020
ERERE,"563946,21","451156,97","2743,22","2194,58","3067,71","2454,17",Outubro,2020
EUSEBIO,"7921944,94","6337555,95","38534,95","30827,96","175248,74","140198,99",Outubro,2020
FARIAS BRITO,"566357,5",453086,"2754,95","2203,96","5578,76","4463,01",Outubro,2020
FORQUILHA,"743296,3","594637,04","3615,64","2892,51","18429,17","14743,34",Outubro,2020
FORTALEZA,"103596916,54","82877533,23","503929,56","403143,65","9988340,01","7990672,01",Outubro,2020
FORTIM,"537897,95","430318,36","2616,51","2093,21","8719,25","6975,4",Outubro,2020
FRECHEIRINHA,"904217,2","723373,76","4398,41","3518,73","12865,04","10292,03",Outubro,2020
GENERAL SAMPAIO,"385061,29","308049,03","1873,07","1498,46","1741,87","1393,5",Outubro,2020
GRACA,"554110,91","443288,73","2695,38","2156,3","3895,47","3116,38",Outubro,2020
GRANJEIRO,"430796,52","344637,22","2095,54","1676,43","2171,59","1737,27",Outubro,2020
GROAIRAS,"550781,59","440625,27","2679,18","2143,34","8464,66","6771,73",Outubro,2020
GUAIUBA,"561611,26","449289,01","2731,86","2185,49","10610,72","8488,58",Outubro,2020
GUARACIABA,"686953,35","549562,68","3341,57","2673,26","42556,12","34044,9",Outubro,2020
GUARAMIRANGA,"513989,87","411191,9","2500,22","2000,18","4194,5","3355,6",Outubro,2020
HIDROLANDIA,"468531,92","374825,54","2279,09","1823,27","9576,89","7661,51",Outubro,2020
HORIZONTE,"4527782,36","3622225,89","22024,63","17619,7","54324,41","43459,53",Outubro,2020
IBARETAMA,"369048,61","295238,89","1795,17","1436,14","3770,37","3016,3",Outubro,2020
IBIAPINA,"440245,74","352196,59","2141,5","1713,2","23229,97","18583,98",Outubro,2020
IBICUITINGA,"472449,46","377959,57","2298,15","1838,52","8644,42","6915,54",Outubro,2020
ICAPUI,"1610346,57","1288277,26","7833,26","6266,61","12575,92","10060,74",Outubro,2020
ICO,"609977,55","487982,04","2967,13","2373,7","46953,82","37563,06",Outubro,2020
IGUATU,"1843877,16","1475101,73","8969,23","7175,38","149281,51","119425,21",Outubro,2020
INDEPENDENCIA,"557392,04","445913,63","2711,34","2169,07","16732,27","13385,82",Outubro,2020
IPAPORANGA,"563876,35","451101,08","2742,88","2194,3","4352,8","3482,24",Outubro,2020
IPAUMIRIM,"418598,77","334879,02","2036,2","1628,96","28442,36","22753,89",Outubro,2020
IPU,"667470,99","533976,79","3246,8","2597,44","28606,74","22885,39",Outubro,2020
IPUEIRAS,"482282,29","385825,83","2345,98","1876,78","20383,97","16307,18",Outubro,2020
IRACEMA,"658511,07","526808,86","3203,22","2562,58","11016,8","8813,44",Outubro,2020
IRAUCUBA,"611398,52","489118,82","2974,04","2379,23","4182,22","3345,78",Outubro,2020
ITAICABA,"479532,21","383625,77","2332,6","1866,08","4532,1","3625,68",Outubro,2020
ITAITINGA,"1507092,85","1205674,28",7331,"5864,8","42156,62","33725,3",Outubro,2020
ITAPAGE,"794440,82","635552,66","3864,42","3091,54","23932,07","19145,66",Outubro,2020
ITAPIPOCA,"1948401,61","1558721,29","9477,67","7582,14","83944,3","67155,44",Outubro,2020
ITAPIUNA,"545812,79","436650,23","2655,01","2124,01","3973,61","3178,89",Outubro,2020
ITAREMA,"3178088,16","2542470,53","15459,27","12367,42","34243,12","27394,5",Outubro,2020
ITATIRA,"613438,87","490751,1","2983,97","2387,18","9587,49","7669,99",Outubro,2020
JAGUARETAMA,"535908,86","428727,09","2606,84","2085,47","7189,97","5751,98",Outubro,2020
JAGUARIBARA,"552149,99","441719,99","2685,84","2148,67","10594,26","8475,41",Outubro,2020
JAGUARIBE,"912967,84","730374,27","4440,98","3552,78","37089,32","29671,46",Outubro,2020
JAGUARUANA,"776403,21","621122,57","3776,68","3021,34","22705,61","18164,49",Outubro,2020
JARDIM,"380344,4","304275,52","1850,12","1480,1","25844,52","20675,62",Outubro,2020
JATI,"291751,99","233401,59","1419,18","1135,34","7159,94","5727,95",Outubro,2020
JIJOCA DE,"888721,64","710977,31","4323,04","3458,43","52572,11","42057,69",Outubro,2020
JUAZEIRO DO NORTE,"5490689,85","4392551,88","26708,53","21366,82","579467,79","463574,23",Outubro,2020
JUCAS,"610348,77","488279,02","2968,94","2375,15","15813,72","12650,98",Outubro,2020
LAVRAS DA,"457680,94","366144,75","2226,31","1781,05","16473,97","13179,18",Outubro,2020
LIMOEIRO DO NORTE,"1403022,19","1122417,75","6824,76","5459,81","62056,47","49645,18",Outubro,2020
MADALENA,"412452,29","329961,83","2006,3","1605,04","9669,72","7735,78",Outubro,2020
MARACANAU,"20834911,06","16667928,85","101347,88","81078,3","270805,09","216644,07",Outubro,2020
MARANGUAPE,"2518679,46","2014943,57","12251,69","9801,35","76786,34","61429,07",Outubro,2020
MARCO,"726314,92","581051,94","3533,04","2826,43","25513,37","20410,7",Outubro,2020
MARTINOPOLE,"561085,49","448868,39","2729,3","2183,44","5534,85","4427,88",Outubro,2020
MASSAPE,"656209,84","524967,87","3192,02","2553,62","20405,39","16324,31",Outubro,2020
MAURITI,"494745,85","395796,68","2406,61","1925,29","33080,55","26464,44",Outubro,2020
MERUOCA,"651353,87","521083,1","3168,4","2534,72","8056,44","6445,15",Outubro,2020
MILAGRES,"390779,97","312623,98","1900,88","1520,7","23857,07","19085,66",Outubro,2020
MILHA,"566564,29","453251,43","2755,96","2204,77","9296,92","7437,54",Outubro,2020
MIRAIMA,"244191,5","195353,2","1187,83","950,26","4422,96","3538,37",Outubro,2020
MISSAO VELHA,"528627,36","422901,89","2571,42","2057,14","28030,71","22424,57",Outubro,2020
MOMBACA,"613540,26","490832,21","2984,46","2387,57","14251,46","11401,17",Outubro,2020
MONSENHOR,"475811,86","380649,49","2314,51","1851,61","11938,15","9550,52",Outubro,2020
MORADA NOVA,"1837035,84","1469628,67","8935,95","7148,76","39613,6","31690,88",Outubro,2020
MORAUJO,"413308,51","330646,81","2010,47","1608,38","2896,5","2317,2",Outubro,2020
MORRINHOS,"574941,26","459953,01","2796,7","2237,36","8451,34","6761,07",Outubro,2020
MUCAMBO,"595600,95","476480,76","2897,2","2317,76","8440,21","6752,17",Outubro,2020
MULUNGU,"382744,9","306195,92","1861,8","1489,44","5608,07","4486,46",Outubro,2020
NOVA OLINDA,"614277,76","491422,21","2988,05","2390,44","17872,76","14298,21",Outubro,2020
NOVA RUSSAS,"767606,51","614085,21","3733,89","2987,11","25495,07","20396,06",Outubro,2020
NOVO ORIENTE,"668287,35","534629,88","3250,77","2600,62","21326,06","17060,85",Outubro,2020
OCARA,"541073,65","432858,92","2631,96","2105,57","15400,47","12320,38",Outubro,2020
OROS,"476249,25","380999,4","2316,63","1853,3","14425,35","11540,28",Outubro,2020
GRANJA,"580554,85","464443,88","2824,01","2259,21","21792,65","17434,12",Outubro,2020
PACAJUS,"1974197,95","1579358,36","9603,15","7682,52","61458,91","49167,13",Outubro,2020
PACATUBA,"3373229,34","2698583,47","16408,5","13126,8","43221,06","34576,85",Outubro,2020
PACOTI,"356885,81","285508,65","1736,01","1388,81","8581,37","6865,1",Outubro,2020
PACUJA,"528808,51","423046,81","2572,3","2057,84","3711,17","2968,94",Outubro,2020
PALHANO,"441877,81","353502,25","2149,44","1719,55","5561,12","4448,9",Outubro,2020
PALMACIA,"504181,8","403345,44","2452,51","1962,01","2113,94","1691,15",Outubro,2020
PARACURU,"1133233,39","906586,71","5512,42","4409,94","25679,21","20543,37",Outubro,2020
PARAIPABA,"645171,51","516137,21","3138,33","2510,66","16187,69","12950,15",Outubro,2020
PARAMBU,"472871,7","378297,36","2300,2","1840,16","19853,82","15883,06",Outubro,2020
PARAMOTI,"306513,72","245210,98","1490,98","1192,78","2369,59","1895,67",Outubro,2020
PEDRA BRANCA,"782315,99","625852,79","3805,44","3044,35","30662,79","24530,23",Outubro,2020
PENAFORTE,"347412,15","277929,72","1689,93","1351,94","12661,25",10129,Outubro,2020
PENTECOSTE,"812045,7","649636,56","3950,06","3160,05","17628,92","14103,14",Outubro,2020
PEREIRO,"571686,71","457349,37","2780,87","2224,7","11140,91","8912,73",Outubro,2020
PINDORETAMA,"598767,69","479014,15","2912,6","2330,08","16592,89","13274,31",Outubro,2020
PIQUET CARNEIRO,"630662,92","504530,34","3067,75","2454,2","9913,65","7930,92",Outubro,2020
PIRES FERREIRA,"614039,16","491231,33","2986,89","2389,51","4168,41","3334,73",Outubro,2020
PORANGA,"556708,61","445366,89","2708,01","2166,41","7851,91","6281,53",Outubro,2020
PORTEIRAS,"581735,91","465388,73","2829,76","2263,81","20480,04","16384,03",Outubro,2020
POTENGI,"358771,3","287017,04","1745,18","1396,14","8084,77","6467,82",Outubro,2020
POTIRETAMA,"561733,66","449386,93","2732,46","2185,97","3545,17","2836,14",Outubro,2020
QUITERIANOPOLIS,"558130,47","446504,38","2714,93","2171,94","12196,22","9756,98",Outubro,2020
QUIXADA,"1142109,54","913687,63","5555,6","4444,48","105667,47","84533,98",Outubro,2020
QUIXELO,"402857,79","322286,23","1959,63","1567,7","11127,16","8901,73",Outubro,2020
QUIXERAMOBIM,"1864331,65","1491465,32","9068,72","7254,98","50424,59","40339,67",Outubro,2020
QUIXERE,"1202051,39","961641,11","5847,17","4677,74","9773,91","7819,13",Outubro,2020
REDENCAO,"472920,84","378336,67","2300,44","1840,35","13170,17","10536,14",Outubro,2020
RERIUTABA,"571482,09","457185,67","2779,88","2223,9","16222,86","12978,29",Outubro,2020
RUSSAS,"1560690,7","1248552,56","7591,71","6073,37","79058,99","63247,19",Outubro,2020
SABOEIRO,"402478,85","321983,08","1957,79","1566,23","4052,54","3242,03",Outubro,2020
SALITRE,"583492,52","466794,02","2838,3","2270,64","8499,17","6799,34",Outubro,2020
SANTA QUITERIA,"970741,34","776593,07","4722,01","3777,61","21094,42","16875,54",Outubro,2020
SANTANA DO,"524867,47","419893,98","2553,13","2042,5","11716,29","9373,03",Outubro,2020
SANTANA DO CARIRI,"376131,04","300904,83","1829,63","1463,7","10214,47","8171,58",Outubro,2020
SAO BENEDITO,"730824,09","584659,27","3554,97","2843,98","51917,32","41533,86",Outubro,2020
SAO GONCALO DO,"12724691,96","10179753,57","61897,1","49517,68","49547,86","39638,29",Outubro,2020
SAO JOAO DO,"498039,95","398431,96","2422,63","1938,1","2761,1","2208,88",Outubro,2020
SAO LUIS DO CURU,"372154,77","297723,82","1810,28","1448,22","4385,05","3508,04",Outubro,2020
SENADOR POMPEU,"875860,27","700688,22","4260,47","3408,38","12581,19","10064,95",Outubro,2020
SENADOR SA,"450696,49","360557,19","2192,34","1753,87","2185,2","1748,16",Outubro,2020
SOBRAL,"9906276,15","7925020,92","48187,39","38549,91","326435,59","261148,47",Outubro,2020
SOLONOPOLE,"661053,14","528842,51","3215,58","2572,46","9187,1","7349,68",Outubro,2020
TABULEIRO DO,"698642,31","558913,85","3398,43","2718,74","27193,26","21754,61",Outubro,2020
TAMBORIL,"583890,67","467112,54","2840,24","2272,19","10944,57","8755,66",Outubro,2020
TARRAFAS,"495072,27","396057,82","2408,19","1926,55","5453,95","4363,16",Outubro,2020
TAUA,"862712,92","690170,34","4196,52","3357,22","52830,37","42264,3",Outubro,2020
TEJUCUOCA,"318237,04","254589,63","1548,01","1238,41","3867,82","3094,26",Outubro,2020
TIANGUA,"1728919,62","1383135,7","8410,04","6728,03","104094,52","83275,62",Outubro,2020
TRAIRI,"1875452,49","1500361,99","9122,82","7298,26","26900,14","21520,11",Outubro,2020
TURURU,"331938,22","265550,58","1614,66","1291,73","6055,34","4844,27",Outubro,2020
UBAJARA,"1216317,62","973054,1","5916,57","4733,26","35963,82","28771,06",Outubro,2020
UMARI,"297685,17","238148,14","1448,04","1158,43","2113,31","1690,65",Outubro,2020
UMIRIM,"368958,05","295166,44","1794,73","1435,78","2704,92","2163,94",Outubro,2020
URUBURETAMA,"584447,96","467558,37","2842,95","2274,36","8248,1","6598,48",Outubro,2020
URUOCA,"710834,8","568667,84","3457,73","2766,18","8187,97","6550,38",Outubro,2020
VARJOTA,"682413,86","545931,09","3319,49","2655,59","19930,77","15944,62",Outubro,2020
VARZEA ALEGRE,"672188,51","537750,81","3269,75","2615,8","39672,57","31738,06",Outubro,2020
VICOSA DO CEARA,"560052,14","448041,71","2724,28","2179,42","30488,56","24390,85",Outubro,2020
ABAIARA,"501372,75","401098,2","1517,54","1214,03","2151,17","1720,94",Setembro,2013
ACARAPE,"309384,55","247507,64","936,43","749,14","3579,48","2863,58",Setembro,2013
ACARAU,"796008,36","636806,69","2409,33","1927,46","21351,01","17080,81",Setembro,2013
ACOPIARA,"392246,5","313797,2","1187,24","949,79","20466,51","16373,21",Setembro,2013
AIUABA,"247088,32","197670,66","747,88","598,3","2228,04","1782,43",Setembro,2013
ALCANTARAS,"275191,07","220152,86","832,94","666,35","2425,91","1940,73",Setembro,2013
ALTANEIRA,"268883,62","215106,9","813,85","651,08","2889,45","2311,56",Setembro,2013
ALTO SANTO,"262359,4","209887,52","794,1","635,28","3826,72","3061,38",Setembro,2013
AMONTADA,"467220,67","373776,54","1414,17","1131,34","10255,81","8204,65",Setembro,2013
ANTONINA DO,"345989,85","276791,88","1047,23","837,78","1793,6","1434,88",Setembro,2013
APUIARES,"228666,44","182933,15","692,12","553,7","2818,26","2254,61",Setembro,2013
AQUIRAZ,"2652926,42","2122341,14","8029,77","6423,82","31868,86","25495,09",Setembro,2013
ARACATI,"1667107,21","1333685,77","5045,94","4036,75","29358,34","23486,67",Setembro,2013
ARACOIABA,"244540,51","195632,41","740,17","592,14","4194,31","3355,45",Setembro,2013
ARARENDA,"311027,9","248822,32","941,41","753,13","2172,08","1737,66",Setembro,2013
ARARIPE,"305481,04","244384,83","924,62","739,7","5711,09","4568,87",Setembro,2013
ARATUBA,"237377,86","189902,29","718,49","574,79","1950,83","1560,66",Setembro,2013
ARNEIROZ,"203422,84","162738,27","615,71","492,57","2094,66","1675,73",Setembro,2013
ASSARE,"288249,32","230599,46","872,46","697,97","7011,64","5609,31",Setembro,2013
AURORA,"231970,92","185576,74","702,12","561,7","7859,25","6287,4",Setembro,2013
BAIXIO,"365840,3","292672,24","1107,31","885,85","2743,2","2194,56",Setembro,2013
BANABUIU,"363586,06","290868,85","1100,49","880,39","2531,08","2024,86",Setembro,2013
BARBALHA,"1165324,56","932259,65","3527,16","2821,73","28934,19","23147,35",Setembro,2013
BARREIRA,"327102,95","261682,36","990,06","792,05",6872,"5497,6",Setembro,2013
BARRO,"255218,46","204174,77","772,49","617,99","5755,14","4604,11",Setembro,2013
BARROQUINHA,"263500,3","210800,24","797,55","638,04","2654,01","2123,21",Setembro,2013
BATURITE,"347978,04","278382,43","1053,25","842,6","11596,03","9276,82",Setembro,2013
BEBERIBE,"674785,41","539828,33","2042,41","1633,93","11644,34","9315,47",Setembro,2013
BELA CRUZ,"304852,46","243881,97","922,72","738,18","8091,18","6472,94",Setembro,2013
BOA VIAGEM,"339650,86","271720,69","1028,04","822,43","14233,34","11386,67",Setembro,2013
BREJO SANTO,"547050,09","437640,07","1655,79","1324,63","31637,88","25310,3",Setembro,2013
CAMOCIM,"682314,57","545851,66","2065,2","1652,16","25473,48","20378,78",Setembro,2013
CAMPOS SALES,"397087,91","317670,33","1201,89","961,51","9612,73","7690,18",Setembro,2013
CANINDE,"435689,3","348551,44","1318,73","1054,98","28861,36","23089,09",Setembro,2013
